OCCUR_DATE,OCCUR_TIME,BORO,LOC_CLASSFCTN_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,VIC_AGE_GROUP,VIC_SEX,Low_income_Housing_Mean,Households_Receiving_Benefits_Mean,Poverty_Rate_Median,Income_Median
05/27/2021,21:30:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
06/27/2014,17:40:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
11/21/2015,03:56:00,QUEENS,unknown,True,unknown,unknown,25-44,M,566,466,0.1965,28627
10/09/2015,18:30:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
02/19/2009,22:58:00,BRONX,unknown,True,25-44,M,45-64,M,2494,931,0.264,19487
10/21/2020,21:36:00,BROOKLYN,unknown,True,unknown,unknown,25-44,M,2670,838,0.221,25924
06/17/2012,22:47:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
03/08/2010,19:41:00,BROOKLYN,unknown,True,unknown,unknown,18-24,M,2670,838,0.221,25924
02/05/2012,05:45:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
08/26/2012,01:10:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
10/10/2010,03:21:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
08/29/2010,01:27:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
10/09/2021,20:17:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
05/25/2011,21:58:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
11/09/2008,20:13:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
07/05/2007,01:27:00,BRONX,unknown,False,unknown,M,18-24,M,2494,931,0.264,19487
07/27/2010,02:22:00,MANHATTAN,unknown,True,25-44,M,25-44,M,4036,699,0.144,45959
11/14/2012,21:07:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
07/01/2021,02:44:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
03/07/2021,21:17:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
02/01/2015,23:16:00,MANHATTAN,unknown,True,18-24,M,18-24,F,4036,699,0.144,45959
12/28/2014,19:53:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
07/24/2020,01:30:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
03/03/2006,11:15:00,BROOKLYN,unknown,False,unknown,M,45-64,M,2670,838,0.221,25924
10/11/2007,20:11:00,BRONX,unknown,False,45-64,M,25-44,M,2494,931,0.264,19487
05/27/2017,12:00:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
07/26/2009,03:47:00,BROOKLYN,unknown,True,unknown,unknown,18-24,M,2670,838,0.221,25924
05/09/2011,18:49:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
03/28/2016,19:10:00,BRONX,unknown,False,25-44,F,45-64,M,2494,931,0.264,19487
03/06/2013,04:08:00,QUEENS,unknown,True,25-44,M,25-44,M,566,466,0.1965,28627
01/21/2006,21:49:00,MANHATTAN,unknown,True,18-24,M,18-24,M,4036,699,0.144,45959
05/13/2012,12:34:00,BROOKLYN,unknown,False,25-44,M,18-24,M,2670,838,0.221,25924
10/06/2007,18:18:00,BROOKLYN,unknown,False,unknown,M,45-64,M,2670,838,0.221,25924
04/14/2006,19:35:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
02/08/2018,20:16:00,STATEN ISLAND,unknown,False,18-24,M,45-64,M,524,318,0.144,35413
12/15/2013,17:30:00,BROOKLYN,unknown,False,18-24,F,25-44,M,2670,838,0.221,25924
08/06/2011,08:55:00,BROOKLYN,unknown,False,unknown,unknown,45-64,M,2670,838,0.221,25924
08/25/2012,06:00:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
08/07/2007,21:30:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
10/31/2021,14:24:00,BROOKLYN,unknown,True,25-44,M,18-24,M,2670,838,0.221,25924
09/18/2021,19:41:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
11/17/2016,01:00:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
06/20/2017,22:30:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
10/04/2006,20:33:00,BROOKLYN,unknown,False,unknown,M,65+,M,2670,838,0.221,25924
04/04/2021,23:15:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
10/09/2009,04:00:00,MANHATTAN,unknown,False,25-44,M,18-24,M,4036,699,0.144,45959
06/11/2012,23:17:00,QUEENS,unknown,True,unknown,unknown,18-24,M,566,466,0.1965,28627
05/17/2008,22:50:00,BROOKLYN,unknown,False,unknown,M,<18,M,2670,838,0.221,25924
12/23/2007,21:09:00,BROOKLYN,unknown,False,unknown,M,18-24,M,2670,838,0.221,25924
02/07/2014,06:25:00,MANHATTAN,unknown,False,unknown,unknown,18-24,M,4036,699,0.144,45959
08/09/2007,15:28:00,MANHATTAN,unknown,False,unknown,M,25-44,M,4036,699,0.144,45959
06/29/2020,20:56:00,BROOKLYN,unknown,False,25-44,M,45-64,M,2670,838,0.221,25924
11/14/2010,15:15:00,BROOKLYN,unknown,False,unknown,M,18-24,M,2670,838,0.221,25924
01/18/2013,00:04:00,BRONX,unknown,False,18-24,F,18-24,M,2494,931,0.264,19487
04/03/2010,04:00:00,STATEN ISLAND,unknown,False,18-24,M,18-24,M,524,318,0.144,35413
05/18/2006,20:16:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
12/24/2008,06:46:00,BRONX,unknown,False,45-64,M,45-64,F,2494,931,0.264,19487
06/05/2016,00:36:00,BROOKLYN,unknown,True,unknown,unknown,25-44,M,2670,838,0.221,25924
09/10/2006,02:00:00,QUEENS,unknown,True,25-44,M,25-44,M,566,466,0.1965,28627
07/02/2010,01:56:00,BROOKLYN,unknown,False,unknown,unknown,45-64,M,2670,838,0.221,25924
05/31/2006,00:37:00,BRONX,unknown,True,<18,M,18-24,M,2494,931,0.264,19487
05/01/2016,20:15:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
07/02/2021,23:13:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
05/16/2015,00:30:00,BRONX,unknown,False,25-44,M,18-24,M,2494,931,0.264,19487
12/24/2009,23:47:00,QUEENS,unknown,False,18-24,M,<18,M,566,466,0.1965,28627
02/24/2021,14:00:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
08/27/2014,22:36:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
11/21/2017,22:25:00,BROOKLYN,unknown,True,18-24,M,25-44,F,2670,838,0.221,25924
04/05/2020,03:19:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
01/22/2018,22:50:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
09/16/2010,00:11:00,BRONX,unknown,False,<18,M,25-44,M,2494,931,0.264,19487
07/16/2010,20:30:00,BROOKLYN,unknown,False,18-24,M,<18,M,2670,838,0.221,25924
12/11/2011,04:00:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
08/20/2019,21:25:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
11/05/2021,22:10:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
12/08/2014,16:15:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
06/25/2009,01:46:00,BRONX,unknown,False,18-24,M,18-24,M,2494,931,0.264,19487
11/15/2006,19:17:00,MANHATTAN,unknown,False,25-44,M,<18,M,4036,699,0.144,45959
09/01/2009,16:00:00,BROOKLYN,unknown,False,18-24,M,18-24,F,2670,838,0.221,25924
01/13/2013,03:25:00,BROOKLYN,unknown,True,unknown,unknown,25-44,M,2670,838,0.221,25924
05/05/2007,00:39:00,BROOKLYN,unknown,True,18-24,M,18-24,M,2670,838,0.221,25924
12/11/2007,12:35:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
04/15/2008,06:03:00,MANHATTAN,unknown,False,45-64,M,25-44,M,4036,699,0.144,45959
01/16/2015,21:50:00,QUEENS,unknown,False,18-24,M,18-24,M,566,466,0.1965,28627
05/01/2018,11:00:00,BRONX,unknown,True,25-44,M,25-44,M,2494,931,0.264,19487
12/06/2013,22:05:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
12/06/2010,15:00:00,QUEENS,unknown,False,unknown,M,25-44,M,566,466,0.1965,28627
06/25/2017,02:02:00,MANHATTAN,unknown,False,18-24,M,18-24,M,4036,699,0.144,45959
06/28/2007,22:19:00,BRONX,unknown,False,25-44,M,45-64,M,2494,931,0.264,19487
05/09/2021,19:43:00,MANHATTAN,unknown,False,unknown,unknown,45-64,M,4036,699,0.144,45959
10/29/2013,00:26:00,BROOKLYN,unknown,False,45-64,M,45-64,M,2670,838,0.221,25924
08/04/2008,03:54:00,BRONX,unknown,True,25-44,M,18-24,M,2494,931,0.264,19487
03/27/2006,08:45:00,QUEENS,unknown,False,25-44,M,18-24,M,566,466,0.1965,28627
04/07/2021,02:07:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
11/02/2019,10:37:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
01/05/2015,16:58:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
04/27/2009,01:05:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
11/15/2021,17:55:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
07/24/2020,17:32:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
07/22/2012,21:35:00,BRONX,unknown,False,<18,M,<18,M,2494,931,0.264,19487
07/20/2011,12:39:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
02/09/2018,00:12:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
09/06/2011,02:20:00,QUEENS,unknown,False,18-24,M,18-24,F,566,466,0.1965,28627
11/19/2018,00:05:00,BRONX,unknown,False,18-24,M,18-24,M,2494,931,0.264,19487
04/10/2006,08:59:00,BRONX,unknown,False,18-24,M,18-24,M,2494,931,0.264,19487
01/31/2011,03:18:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
07/08/2006,00:44:00,QUEENS,unknown,False,25-44,M,<18,M,566,466,0.1965,28627
02/09/2006,14:55:00,QUEENS,unknown,True,25-44,M,25-44,F,566,466,0.1965,28627
09/28/2021,20:40:00,MANHATTAN,unknown,False,25-44,M,25-44,F,4036,699,0.144,45959
04/22/2012,02:27:00,BRONX,unknown,False,25-44,M,18-24,M,2494,931,0.264,19487
08/24/2017,22:33:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
09/07/2016,22:48:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
07/13/2013,02:05:00,BROOKLYN,unknown,False,25-44,M,18-24,F,2670,838,0.221,25924
11/14/2010,02:00:00,MANHATTAN,unknown,False,18-24,M,18-24,M,4036,699,0.144,45959
11/01/2012,15:43:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
12/07/2021,21:10:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
08/12/2007,00:50:00,BRONX,unknown,False,unknown,M,<18,M,2494,931,0.264,19487
05/06/2018,20:57:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
12/17/2009,23:55:00,BROOKLYN,unknown,False,25-44,M,25-44,F,2670,838,0.221,25924
05/12/2007,21:31:00,MANHATTAN,unknown,False,unknown,M,25-44,F,4036,699,0.144,45959
12/29/2012,22:28:00,QUEENS,unknown,True,unknown,unknown,25-44,M,566,466,0.1965,28627
03/28/2009,23:50:00,QUEENS,unknown,False,unknown,M,18-24,M,566,466,0.1965,28627
12/16/2007,02:52:00,BROOKLYN,unknown,False,unknown,M,18-24,M,2670,838,0.221,25924
09/26/2008,10:54:00,BROOKLYN,unknown,True,unknown,unknown,25-44,M,2670,838,0.221,25924
12/15/2014,00:30:00,BROOKLYN,unknown,True,unknown,unknown,<18,M,2670,838,0.221,25924
12/24/2015,22:55:00,BRONX,unknown,True,<18,M,<18,M,2494,931,0.264,19487
06/03/2019,07:07:00,BROOKLYN,unknown,False,25-44,M,18-24,M,2670,838,0.221,25924
03/24/2012,00:43:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
07/03/2019,00:04:00,QUEENS,unknown,False,<18,M,25-44,M,566,466,0.1965,28627
09/11/2013,01:40:00,BRONX,unknown,False,18-24,M,18-24,M,2494,931,0.264,19487
08/12/2017,23:34:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
02/19/2016,23:50:00,MANHATTAN,unknown,False,25-44,M,25-44,M,4036,699,0.144,45959
06/12/2007,00:38:00,BRONX,unknown,False,65+,M,25-44,M,2494,931,0.264,19487
08/04/2011,23:15:00,BRONX,unknown,False,unknown,unknown,<18,F,2494,931,0.264,19487
12/22/2016,21:20:00,BROOKLYN,unknown,False,unknown,unknown,18-24,F,2670,838,0.221,25924
12/20/2020,15:08:00,QUEENS,unknown,False,18-24,M,18-24,M,566,466,0.1965,28627
09/29/2017,19:30:00,BRONX,unknown,True,45-64,M,25-44,M,2494,931,0.264,19487
12/16/2007,17:30:00,MANHATTAN,unknown,False,18-24,M,25-44,F,4036,699,0.144,45959
10/22/2008,18:53:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
08/26/2020,18:15:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
12/12/2016,19:22:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
06/11/2021,22:50:00,QUEENS,unknown,True,25-44,M,25-44,M,566,466,0.1965,28627
01/15/2006,20:00:00,BRONX,unknown,True,25-44,M,25-44,M,2494,931,0.264,19487
06/07/2009,00:10:00,QUEENS,unknown,False,<18,M,18-24,M,566,466,0.1965,28627
06/12/2021,14:24:00,BRONX,unknown,False,25-44,M,25-44,F,2494,931,0.264,19487
07/29/2008,17:35:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
06/06/2010,05:18:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
11/06/2010,03:30:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
01/21/2017,19:43:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
06/29/2014,04:00:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
01/24/2010,04:02:00,BROOKLYN,unknown,False,unknown,M,25-44,M,2670,838,0.221,25924
04/07/2021,01:08:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
05/18/2014,17:46:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
12/31/2013,00:01:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
11/16/2021,08:33:00,MANHATTAN,unknown,False,<18,M,18-24,M,4036,699,0.144,45959
01/05/2009,21:58:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
08/06/2006,21:32:00,BRONX,unknown,False,18-24,M,25-44,M,2494,931,0.264,19487
07/30/2021,16:30:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
09/08/2006,22:15:00,BRONX,unknown,True,18-24,M,18-24,M,2494,931,0.264,19487
10/21/2008,01:55:00,STATEN ISLAND,unknown,False,18-24,M,18-24,M,524,318,0.144,35413
11/02/2021,09:06:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
06/08/2006,15:23:00,QUEENS,unknown,False,25-44,M,25-44,F,566,466,0.1965,28627
07/31/2007,01:32:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
05/19/2012,03:59:00,QUEENS,unknown,True,25-44,M,18-24,M,566,466,0.1965,28627
01/24/2008,15:04:00,MANHATTAN,unknown,False,18-24,M,18-24,M,4036,699,0.144,45959
12/11/2008,21:00:00,BRONX,unknown,False,18-24,M,<18,M,2494,931,0.264,19487
05/27/2011,22:13:00,MANHATTAN,unknown,False,unknown,unknown,18-24,M,4036,699,0.144,45959
09/25/2015,21:15:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
08/17/2018,19:57:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
04/12/2010,14:56:00,BRONX,unknown,False,25-44,M,25-44,F,2494,931,0.264,19487
06/14/2021,22:19:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
10/17/2021,14:02:00,BRONX,unknown,False,18-24,M,25-44,M,2494,931,0.264,19487
06/28/2006,08:26:00,MANHATTAN,unknown,False,unknown,M,25-44,M,4036,699,0.144,45959
10/31/2014,04:00:00,QUEENS,unknown,True,unknown,unknown,25-44,M,566,466,0.1965,28627
09/06/2010,00:41:00,BROOKLYN,unknown,False,unknown,unknown,25-44,F,2670,838,0.221,25924
12/18/2021,00:15:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
02/19/2014,14:42:00,BRONX,unknown,False,18-24,M,65+,F,2494,931,0.264,19487
09/23/2011,04:23:00,BROOKLYN,unknown,True,unknown,unknown,18-24,M,2670,838,0.221,25924
08/19/2017,17:15:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
04/24/2015,16:48:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
06/13/2012,10:43:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
07/26/2008,18:54:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
10/21/2012,21:36:00,STATEN ISLAND,unknown,False,unknown,unknown,18-24,M,524,318,0.144,35413
08/24/2012,00:32:00,BROOKLYN,unknown,True,<18,M,<18,M,2670,838,0.221,25924
05/15/2007,22:11:00,MANHATTAN,unknown,False,25-44,M,25-44,M,4036,699,0.144,45959
04/04/2006,19:15:00,BRONX,unknown,False,45-64,M,25-44,M,2494,931,0.264,19487
09/03/2013,23:50:00,BROOKLYN,unknown,False,unknown,unknown,18-24,F,2670,838,0.221,25924
03/25/2012,20:32:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
08/07/2006,22:06:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
08/17/2020,04:10:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
01/11/2008,19:03:00,BROOKLYN,unknown,False,25-44,M,<18,M,2670,838,0.221,25924
05/12/2021,23:11:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
02/10/2007,18:45:00,BROOKLYN,unknown,False,unknown,M,25-44,M,2670,838,0.221,25924
03/19/2012,14:29:00,MANHATTAN,unknown,False,18-24,M,18-24,M,4036,699,0.144,45959
06/04/2010,03:40:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
11/16/2008,02:05:00,BRONX,unknown,True,18-24,M,<18,M,2494,931,0.264,19487
02/17/2009,18:30:00,MANHATTAN,unknown,True,18-24,M,18-24,M,4036,699,0.144,45959
07/02/2011,13:36:00,BROOKLYN,unknown,True,unknown,unknown,25-44,M,2670,838,0.221,25924
07/04/2009,22:07:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
10/06/2006,13:40:00,QUEENS,unknown,False,18-24,M,18-24,M,566,466,0.1965,28627
06/21/2008,21:00:00,MANHATTAN,unknown,False,18-24,M,18-24,M,4036,699,0.144,45959
05/22/2009,20:12:00,QUEENS,unknown,False,unknown,unknown,<18,M,566,466,0.1965,28627
07/01/2012,01:30:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
12/27/2021,15:48:00,BROOKLYN,unknown,True,unknown,unknown,45-64,M,2670,838,0.221,25924
03/11/2010,10:49:00,BROOKLYN,unknown,True,unknown,unknown,25-44,M,2670,838,0.221,25924
02/05/2012,01:15:00,QUEENS,unknown,True,18-24,M,25-44,M,566,466,0.1965,28627
10/10/2009,06:20:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
09/22/2009,15:22:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
11/10/2010,23:44:00,BROOKLYN,unknown,True,25-44,M,18-24,M,2670,838,0.221,25924
04/26/2008,03:13:00,QUEENS,unknown,False,unknown,M,25-44,M,566,466,0.1965,28627
05/02/2018,23:56:00,BROOKLYN,unknown,True,unknown,unknown,18-24,M,2670,838,0.221,25924
08/30/2015,00:55:00,BROOKLYN,unknown,False,unknown,unknown,25-44,F,2670,838,0.221,25924
06/21/2010,03:20:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
05/29/2011,05:19:00,BROOKLYN,unknown,True,unknown,unknown,18-24,F,2670,838,0.221,25924
07/22/2012,21:35:00,BRONX,unknown,False,18-24,M,25-44,M,2494,931,0.264,19487
06/12/2021,05:51:00,BRONX,unknown,True,25-44,M,25-44,M,2494,931,0.264,19487
06/05/2020,19:35:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
07/15/2012,02:21:00,BRONX,unknown,True,unknown,unknown,18-24,M,2494,931,0.264,19487
07/28/2009,00:30:00,MANHATTAN,unknown,False,18-24,M,<18,F,4036,699,0.144,45959
05/30/2009,20:50:00,BROOKLYN,unknown,False,unknown,unknown,<18,F,2670,838,0.221,25924
01/17/2012,02:30:00,QUEENS,unknown,False,unknown,unknown,45-64,M,566,466,0.1965,28627
07/18/2009,02:40:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
07/11/2017,23:10:00,BROOKLYN,unknown,True,25-44,M,18-24,M,2670,838,0.221,25924
08/15/2020,18:30:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
12/03/2011,00:06:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
08/12/2007,18:55:00,BROOKLYN,unknown,False,unknown,M,25-44,M,2670,838,0.221,25924
08/27/2017,05:20:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
04/01/2015,01:19:00,BROOKLYN,unknown,False,25-44,M,45-64,F,2670,838,0.221,25924
02/09/2018,03:15:00,BROOKLYN,unknown,True,unknown,unknown,25-44,M,2670,838,0.221,25924
04/02/2006,03:47:00,MANHATTAN,unknown,False,unknown,unknown,<18,M,4036,699,0.144,45959
06/13/2009,03:10:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
04/21/2015,15:36:00,BROOKLYN,unknown,False,18-24,F,25-44,M,2670,838,0.221,25924
08/07/2006,22:06:00,BROOKLYN,unknown,True,<18,M,<18,M,2670,838,0.221,25924
08/18/2018,04:23:00,BRONX,unknown,False,25-44,M,18-24,F,2494,931,0.264,19487
05/03/2021,00:18:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
06/13/2016,16:49:00,BROOKLYN,unknown,False,18-24,M,<18,M,2670,838,0.221,25924
11/05/2020,17:43:00,BROOKLYN,unknown,False,unknown,unknown,<18,M,2670,838,0.221,25924
10/11/2017,21:09:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
02/19/2016,14:35:00,QUEENS,unknown,False,18-24,M,18-24,M,566,466,0.1965,28627
08/26/2010,21:02:00,BRONX,unknown,False,18-24,M,18-24,M,2494,931,0.264,19487
05/29/2010,02:30:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
06/13/2015,02:15:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
04/25/2009,23:40:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
03/30/2010,16:45:00,BRONX,unknown,False,unknown,M,25-44,M,2494,931,0.264,19487
01/30/2013,01:20:00,MANHATTAN,unknown,False,18-24,M,45-64,M,4036,699,0.144,45959
07/29/2010,01:34:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
05/03/2010,07:35:00,BROOKLYN,unknown,False,18-24,M,<18,F,2670,838,0.221,25924
06/12/2015,02:15:00,MANHATTAN,unknown,False,25-44,M,25-44,M,4036,699,0.144,45959
04/07/2007,01:58:00,BRONX,unknown,True,18-24,M,25-44,M,2494,931,0.264,19487
03/25/2016,02:25:00,MANHATTAN,unknown,False,25-44,M,25-44,M,4036,699,0.144,45959
07/13/2011,23:59:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
09/22/2016,12:26:00,BROOKLYN,unknown,False,45-64,M,45-64,M,2670,838,0.221,25924
05/25/2015,21:04:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
07/27/2020,23:40:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
08/01/2020,18:00:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
12/12/2011,10:52:00,MANHATTAN,unknown,True,25-44,M,18-24,M,4036,699,0.144,45959
09/11/2010,04:01:00,BRONX,unknown,True,18-24,M,25-44,M,2494,931,0.264,19487
08/01/2011,21:41:00,BRONX,unknown,True,18-24,M,25-44,M,2494,931,0.264,19487
09/02/2010,03:45:00,STATEN ISLAND,unknown,False,unknown,unknown,<18,M,524,318,0.144,35413
12/24/2011,02:13:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
10/22/2012,22:25:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
11/29/2009,02:17:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
04/09/2016,03:03:00,QUEENS,unknown,True,25-44,M,25-44,M,566,466,0.1965,28627
09/01/2008,01:57:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
08/12/2012,02:12:00,BROOKLYN,unknown,False,<18,M,18-24,M,2670,838,0.221,25924
09/04/2021,15:39:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
06/06/2018,00:13:00,BRONX,unknown,True,18-24,M,25-44,M,2494,931,0.264,19487
11/03/2021,02:25:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
04/24/2008,02:30:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
05/27/2010,01:16:00,QUEENS,unknown,False,18-24,M,25-44,M,566,466,0.1965,28627
10/16/2016,00:49:00,MANHATTAN,unknown,False,25-44,M,25-44,M,4036,699,0.144,45959
02/19/2013,23:25:00,BROOKLYN,unknown,False,18-24,F,25-44,M,2670,838,0.221,25924
03/14/2020,00:50:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
