OCCUR_DATE,OCCUR_TIME,BORO,LOC_CLASSFCTN_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,VIC_AGE_GROUP,VIC_SEX,Low_income_Housing_Mean,Households_Receiving_Benefits_Mean,Poverty_Rate_Median,Income_Median
05/30/2021,19:42:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
03/21/2017,22:50:00,BRONX,unknown,False,25-44,M,45-64,M,2494,931,0.264,19487
05/17/2014,21:17:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
12/04/2011,02:00:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
06/30/2011,23:42:00,BRONX,unknown,False,18-24,M,25-44,M,2494,931,0.264,19487
05/23/2007,18:07:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
10/15/2014,10:47:00,BROOKLYN,unknown,True,18-24,M,65+,M,2670,838,0.221,25924
02/10/2009,04:05:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
11/22/2009,02:37:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
06/02/2008,23:30:00,QUEENS,unknown,False,18-24,M,18-24,M,566,466,0.1965,28627
02/09/2009,15:20:00,MANHATTAN,unknown,False,18-24,M,18-24,M,4036,699,0.144,45959
03/01/2011,15:39:00,BRONX,unknown,False,<18,M,18-24,M,2494,931,0.264,19487
04/10/2014,00:15:00,MANHATTAN,unknown,False,unknown,unknown,18-24,M,4036,699,0.144,45959
07/01/2021,13:50:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
12/26/2021,04:07:00,BRONX,unknown,True,25-44,M,25-44,M,2494,931,0.264,19487
05/17/2015,04:05:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
12/26/2021,12:20:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
11/21/2018,01:25:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
09/12/2014,21:30:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
11/02/2014,00:48:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
09/02/2019,02:57:00,BROOKLYN,unknown,True,unknown,unknown,45-64,F,2670,838,0.221,25924
03/20/2012,19:55:00,BROOKLYN,unknown,True,unknown,unknown,18-24,M,2670,838,0.221,25924
06/13/2006,20:56:00,BROOKLYN,unknown,False,25-44,M,25-44,F,2670,838,0.221,25924
03/23/2007,19:53:00,BRONX,unknown,False,<18,M,25-44,M,2494,931,0.264,19487
07/19/2008,05:55:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
09/12/2021,22:30:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
12/31/2006,02:36:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
11/18/2006,22:29:00,QUEENS,unknown,False,unknown,M,18-24,M,566,466,0.1965,28627
07/17/2016,04:00:00,QUEENS,unknown,False,unknown,unknown,25-44,F,566,466,0.1965,28627
03/07/2021,06:05:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
04/06/2020,17:40:00,BROOKLYN,unknown,False,18-24,M,18-24,F,2670,838,0.221,25924
08/20/2006,01:30:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
02/02/2010,14:36:00,BRONX,unknown,False,18-24,M,<18,M,2494,931,0.264,19487
08/09/2009,22:40:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
05/29/2012,00:30:00,BROOKLYN,unknown,False,<18,M,25-44,M,2670,838,0.221,25924
08/26/2018,01:13:00,BRONX,unknown,False,18-24,M,45-64,M,2494,931,0.264,19487
09/09/2016,00:18:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
04/09/2009,00:53:00,QUEENS,unknown,True,unknown,unknown,18-24,M,566,466,0.1965,28627
08/14/2006,02:15:00,BROOKLYN,unknown,False,unknown,M,18-24,M,2670,838,0.221,25924
12/20/2019,21:36:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
01/07/2020,16:43:00,BROOKLYN,unknown,False,<18,M,<18,M,2670,838,0.221,25924
11/18/2018,20:40:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
10/03/2010,02:51:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
06/28/2007,16:17:00,BRONX,unknown,True,18-24,M,18-24,M,2494,931,0.264,19487
08/24/2007,19:20:00,BRONX,unknown,False,18-24,M,25-44,M,2494,931,0.264,19487
03/28/2014,21:20:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
12/17/2006,01:55:00,BROOKLYN,unknown,False,unknown,M,45-64,M,2670,838,0.221,25924
11/08/2021,22:20:00,BROOKLYN,unknown,False,unknown,unknown,45-64,M,2670,838,0.221,25924
10/12/2012,15:44:00,BROOKLYN,unknown,False,unknown,M,25-44,M,2670,838,0.221,25924
10/07/2021,17:39:00,BRONX,unknown,False,<18,M,<18,M,2494,931,0.264,19487
10/15/2018,20:31:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
07/20/2010,23:15:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
09/15/2019,00:46:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
10/13/2021,12:10:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
03/05/2013,00:23:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
05/06/2021,23:28:00,BRONX,unknown,True,25-44,M,<18,M,2494,931,0.264,19487
07/08/2020,15:26:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
11/13/2010,14:20:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
02/23/2012,22:01:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
12/18/2019,23:22:00,MANHATTAN,unknown,False,25-44,M,25-44,M,4036,699,0.144,45959
06/28/2009,13:00:00,BROOKLYN,unknown,False,25-44,M,18-24,M,2670,838,0.221,25924
11/08/2010,05:05:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
10/06/2018,12:30:00,BRONX,unknown,False,18-24,M,45-64,M,2494,931,0.264,19487
02/01/2008,04:23:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
10/23/2006,17:30:00,MANHATTAN,unknown,False,<18,M,<18,F,4036,699,0.144,45959
06/16/2010,21:42:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
12/10/2019,23:32:00,STATEN ISLAND,unknown,False,18-24,F,18-24,M,524,318,0.144,35413
12/11/2009,00:20:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
11/12/2014,21:35:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
06/30/2010,16:25:00,BRONX,unknown,False,18-24,M,18-24,M,2494,931,0.264,19487
07/16/2018,04:22:00,BRONX,unknown,False,25-44,M,25-44,F,2494,931,0.264,19487
09/02/2020,20:57:00,MANHATTAN,unknown,True,25-44,M,25-44,M,4036,699,0.144,45959
05/30/2013,18:14:00,BRONX,unknown,False,18-24,M,25-44,M,2494,931,0.264,19487
06/09/2013,00:15:00,QUEENS,unknown,False,<18,M,18-24,M,566,466,0.1965,28627
09/09/2008,20:37:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
06/28/2006,22:56:00,MANHATTAN,unknown,False,unknown,unknown,25-44,F,4036,699,0.144,45959
10/25/2009,03:37:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
01/17/2017,13:38:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
05/26/2019,20:08:00,BROOKLYN,unknown,True,18-24,M,25-44,M,2670,838,0.221,25924
05/08/2021,16:55:00,MANHATTAN,unknown,False,25-44,M,18-24,F,4036,699,0.144,45959
10/18/2015,00:28:00,BROOKLYN,unknown,False,25-44,M,18-24,M,2670,838,0.221,25924
05/05/2006,21:00:00,BROOKLYN,unknown,False,25-44,M,18-24,M,2670,838,0.221,25924
08/27/2007,23:08:00,BRONX,unknown,False,25-44,M,18-24,M,2494,931,0.264,19487
06/07/2012,20:39:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
12/10/2016,11:20:00,STATEN ISLAND,unknown,False,18-24,M,25-44,M,524,318,0.144,35413
07/20/2010,17:30:00,BRONX,unknown,False,<18,M,18-24,M,2494,931,0.264,19487
10/06/2019,01:09:00,BROOKLYN,unknown,False,unknown,unknown,18-24,F,2670,838,0.221,25924
08/15/2015,03:55:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
07/15/2011,02:55:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
10/24/2015,23:25:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
04/23/2011,16:25:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
12/28/2013,12:20:00,MANHATTAN,unknown,False,unknown,unknown,45-64,M,4036,699,0.144,45959
04/11/2017,22:55:00,BROOKLYN,unknown,True,unknown,unknown,18-24,M,2670,838,0.221,25924
07/11/2021,15:18:00,BRONX,unknown,True,18-24,M,<18,M,2494,931,0.264,19487
07/07/2021,00:28:00,BROOKLYN,unknown,False,unknown,unknown,45-64,M,2670,838,0.221,25924
04/26/2008,03:13:00,QUEENS,unknown,False,unknown,M,18-24,M,566,466,0.1965,28627
09/28/2016,07:24:00,BROOKLYN,unknown,True,18-24,M,25-44,M,2670,838,0.221,25924
06/03/2021,23:30:00,BROOKLYN,unknown,False,25-44,M,25-44,F,2670,838,0.221,25924
08/25/2020,00:08:00,MANHATTAN,unknown,False,unknown,unknown,18-24,M,4036,699,0.144,45959
05/01/2008,22:55:00,BROOKLYN,unknown,False,25-44,F,25-44,M,2670,838,0.221,25924
09/04/2011,01:30:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
08/29/2006,15:29:00,QUEENS,unknown,False,<18,M,25-44,M,566,466,0.1965,28627
08/19/2021,22:50:00,BROOKLYN,unknown,False,45-64,M,25-44,M,2670,838,0.221,25924
02/12/2010,18:08:00,QUEENS,unknown,False,unknown,M,65+,M,566,466,0.1965,28627
11/12/2006,05:05:00,BRONX,unknown,False,unknown,M,25-44,M,2494,931,0.264,19487
10/31/2021,14:24:00,BROOKLYN,unknown,False,25-44,M,18-24,M,2670,838,0.221,25924
08/22/2020,00:53:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
10/23/2010,02:50:00,QUEENS,unknown,False,unknown,M,18-24,F,566,466,0.1965,28627
09/11/2016,21:40:00,BROOKLYN,unknown,False,18-24,M,18-24,F,2670,838,0.221,25924
12/10/2015,18:14:00,BROOKLYN,unknown,False,18-24,M,25-44,F,2670,838,0.221,25924
03/06/2013,04:08:00,QUEENS,unknown,True,25-44,M,25-44,M,566,466,0.1965,28627
07/11/2013,20:20:00,BRONX,unknown,False,25-44,M,18-24,M,2494,931,0.264,19487
03/23/2008,06:00:00,BROOKLYN,unknown,False,unknown,unknown,45-64,M,2670,838,0.221,25924
03/06/2010,22:29:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
09/13/2011,20:40:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
12/28/2008,00:51:00,BRONX,unknown,True,unknown,unknown,<18,M,2494,931,0.264,19487
09/22/2021,08:29:00,BROOKLYN,unknown,False,18-24,M,<18,M,2670,838,0.221,25924
05/28/2012,01:11:00,MANHATTAN,unknown,True,unknown,unknown,18-24,M,4036,699,0.144,45959
01/17/2016,00:08:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
10/16/2014,23:20:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
05/11/2013,17:55:00,MANHATTAN,unknown,False,25-44,M,45-64,M,4036,699,0.144,45959
07/04/2010,03:15:00,MANHATTAN,unknown,False,<18,M,18-24,M,4036,699,0.144,45959
03/21/2020,01:15:00,QUEENS,unknown,False,18-24,M,25-44,M,566,466,0.1965,28627
06/15/2006,16:49:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
07/20/2013,00:55:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
06/20/2009,01:11:00,BRONX,unknown,False,18-24,M,<18,M,2494,931,0.264,19487
03/04/2019,22:22:00,BROOKLYN,unknown,False,<18,M,<18,M,2670,838,0.221,25924
09/11/2011,02:12:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
06/11/2014,22:20:00,MANHATTAN,unknown,False,unknown,unknown,18-24,M,4036,699,0.144,45959
08/03/2007,15:04:00,BRONX,unknown,False,unknown,M,<18,M,2494,931,0.264,19487
04/25/2015,16:30:00,QUEENS,unknown,False,18-24,M,18-24,M,566,466,0.1965,28627
08/29/2020,05:55:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
04/13/2006,04:48:00,BRONX,unknown,False,unknown,M,25-44,M,2494,931,0.264,19487
07/29/2009,21:50:00,QUEENS,unknown,True,25-44,M,45-64,M,566,466,0.1965,28627
08/10/2012,01:20:00,BROOKLYN,unknown,False,25-44,M,45-64,M,2670,838,0.221,25924
07/25/2009,23:50:00,STATEN ISLAND,unknown,False,18-24,M,18-24,M,524,318,0.144,35413
06/25/2008,19:27:00,BRONX,unknown,False,18-24,M,45-64,M,2494,931,0.264,19487
06/09/2010,01:22:00,BRONX,unknown,True,18-24,M,45-64,M,2494,931,0.264,19487
09/17/2017,21:43:00,BROOKLYN,unknown,False,unknown,unknown,45-64,F,2670,838,0.221,25924
06/08/2010,02:25:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
06/07/2017,20:12:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
03/13/2021,00:56:00,QUEENS,unknown,True,unknown,unknown,18-24,M,566,466,0.1965,28627
02/17/2006,11:40:00,QUEENS,unknown,True,18-24,M,25-44,M,566,466,0.1965,28627
05/27/2015,18:05:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
06/15/2006,15:19:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
03/23/2007,19:53:00,BRONX,unknown,False,25-44,M,18-24,M,2494,931,0.264,19487
02/18/2011,21:56:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
07/03/2009,04:43:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
05/26/2021,16:46:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
11/28/2007,14:34:00,BRONX,unknown,False,unknown,M,<18,F,2494,931,0.264,19487
05/17/2008,14:45:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
09/08/2021,13:59:00,BRONX,unknown,False,25-44,M,45-64,M,2494,931,0.264,19487
05/23/2018,12:45:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
07/11/2006,04:35:00,QUEENS,unknown,False,unknown,M,18-24,M,566,466,0.1965,28627
04/21/2021,17:14:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
10/10/2014,20:19:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
03/25/2015,12:25:00,BROOKLYN,unknown,False,18-24,M,<18,M,2670,838,0.221,25924
03/14/2006,02:15:00,BRONX,unknown,False,unknown,M,<18,M,2494,931,0.264,19487
02/06/2016,19:13:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
08/31/2006,17:30:00,BROOKLYN,unknown,False,unknown,M,25-44,M,2670,838,0.221,25924
12/21/2021,11:30:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
03/07/2021,06:15:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
02/25/2006,00:15:00,QUEENS,unknown,False,unknown,M,18-24,M,566,466,0.1965,28627
07/06/2009,23:27:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
02/09/2016,13:00:00,STATEN ISLAND,unknown,False,18-24,M,<18,M,524,318,0.144,35413
03/18/2013,20:23:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
06/01/2007,11:28:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
12/06/2011,17:25:00,STATEN ISLAND,unknown,False,25-44,M,25-44,M,524,318,0.144,35413
09/08/2006,20:32:00,MANHATTAN,unknown,True,<18,M,45-64,M,4036,699,0.144,45959
01/14/2020,16:57:00,QUEENS,unknown,False,18-24,M,25-44,M,566,466,0.1965,28627
06/12/2015,02:15:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
05/07/2021,20:57:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
09/24/2011,21:01:00,BROOKLYN,unknown,True,unknown,unknown,25-44,M,2670,838,0.221,25924
06/23/2007,23:51:00,BROOKLYN,unknown,False,unknown,M,25-44,M,2670,838,0.221,25924
03/19/2012,22:53:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
04/26/2010,19:10:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
05/19/2010,15:45:00,BRONX,unknown,False,18-24,M,25-44,M,2494,931,0.264,19487
10/04/2013,22:07:00,BRONX,unknown,False,unknown,M,18-24,M,2494,931,0.264,19487
03/29/2014,00:40:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
03/28/2011,09:50:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
05/08/2008,21:38:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
02/04/2015,16:23:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
05/12/2014,04:18:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
10/16/2011,01:20:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
01/25/2006,16:30:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
04/29/2017,00:04:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
09/06/2015,01:30:00,BROOKLYN,unknown,False,unknown,unknown,18-24,F,2670,838,0.221,25924
10/17/2011,21:32:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
07/12/2015,19:02:00,BRONX,unknown,False,<18,M,<18,M,2494,931,0.264,19487
07/05/2020,02:15:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
03/09/2006,16:40:00,BROOKLYN,unknown,False,25-44,M,18-24,M,2670,838,0.221,25924
06/06/2007,23:59:00,QUEENS,unknown,False,unknown,M,<18,M,566,466,0.1965,28627
12/22/2020,01:15:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
04/23/2009,19:39:00,QUEENS,unknown,True,18-24,M,25-44,F,566,466,0.1965,28627
02/12/2019,02:34:00,QUEENS,unknown,True,unknown,unknown,25-44,M,566,466,0.1965,28627
05/03/2008,04:01:00,BROOKLYN,unknown,False,18-24,M,18-24,M,2670,838,0.221,25924
05/26/2014,02:30:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
05/25/2007,00:35:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
12/12/2017,18:25:00,BROOKLYN,unknown,True,25-44,M,65+,M,2670,838,0.221,25924
06/10/2011,20:18:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
01/27/2012,10:17:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
09/05/2011,17:00:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
12/12/2014,03:40:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
09/08/2020,21:25:00,QUEENS,unknown,True,18-24,M,18-24,M,566,466,0.1965,28627
06/19/2021,22:45:00,QUEENS,unknown,False,18-24,M,25-44,M,566,466,0.1965,28627
07/01/2021,16:45:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
12/14/2011,17:00:00,QUEENS,unknown,False,unknown,unknown,25-44,M,566,466,0.1965,28627
04/01/2016,23:45:00,BRONX,unknown,False,unknown,unknown,18-24,M,2494,931,0.264,19487
01/21/2014,23:15:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
02/26/2010,21:09:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
03/11/2014,00:15:00,QUEENS,unknown,True,unknown,unknown,45-64,M,566,466,0.1965,28627
07/04/2016,20:12:00,MANHATTAN,unknown,False,18-24,M,18-24,M,4036,699,0.144,45959
11/21/2010,13:34:00,BROOKLYN,unknown,True,unknown,unknown,<18,M,2670,838,0.221,25924
01/16/2011,17:10:00,BROOKLYN,unknown,False,18-24,M,<18,M,2670,838,0.221,25924
06/30/2006,20:47:00,MANHATTAN,unknown,True,unknown,unknown,25-44,M,4036,699,0.144,45959
05/10/2007,23:50:00,BRONX,unknown,True,unknown,unknown,25-44,M,2494,931,0.264,19487
10/28/2018,14:08:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
11/13/2006,21:18:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
03/17/2013,20:33:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
07/04/2021,04:17:00,BRONX,unknown,True,25-44,M,25-44,M,2494,931,0.264,19487
12/24/2015,22:55:00,BRONX,unknown,False,18-24,M,<18,M,2494,931,0.264,19487
04/18/2019,18:05:00,BROOKLYN,unknown,False,unknown,unknown,<18,F,2670,838,0.221,25924
10/26/2010,03:03:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
11/23/2013,02:15:00,STATEN ISLAND,unknown,False,25-44,M,25-44,M,524,318,0.144,35413
12/15/2006,16:33:00,QUEENS,unknown,True,unknown,unknown,18-24,M,566,466,0.1965,28627
02/10/2011,10:02:00,MANHATTAN,unknown,True,25-44,M,25-44,M,4036,699,0.144,45959
09/15/2019,18:55:00,MANHATTAN,unknown,False,unknown,unknown,25-44,M,4036,699,0.144,45959
07/28/2020,02:55:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
11/05/2011,04:25:00,BRONX,unknown,True,<18,M,18-24,M,2494,931,0.264,19487
04/05/2021,21:53:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
02/27/2016,23:57:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
06/22/2020,08:40:00,BROOKLYN,unknown,True,unknown,unknown,45-64,M,2670,838,0.221,25924
10/22/2021,22:22:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
04/01/2009,14:08:00,BROOKLYN,unknown,False,unknown,M,18-24,M,2670,838,0.221,25924
08/21/2020,03:12:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
01/08/2010,12:25:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
05/26/2012,02:28:00,BRONX,unknown,True,18-24,M,18-24,M,2494,931,0.264,19487
01/18/2010,14:26:00,BROOKLYN,unknown,True,18-24,M,18-24,M,2670,838,0.221,25924
11/22/2014,04:18:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
12/01/2021,22:47:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
02/19/2016,21:30:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
12/13/2011,18:55:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
07/24/2007,20:01:00,BRONX,unknown,False,unknown,unknown,<18,M,2494,931,0.264,19487
09/09/2007,03:15:00,STATEN ISLAND,unknown,False,18-24,M,18-24,M,524,318,0.144,35413
01/25/2015,23:13:00,BROOKLYN,unknown,False,unknown,unknown,25-44,M,2670,838,0.221,25924
08/14/2020,00:43:00,QUEENS,unknown,False,unknown,unknown,18-24,M,566,466,0.1965,28627
12/11/2016,18:10:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
12/01/2019,03:32:00,STATEN ISLAND,unknown,False,25-44,M,25-44,M,524,318,0.144,35413
04/02/2009,21:37:00,BROOKLYN,unknown,False,unknown,M,18-24,M,2670,838,0.221,25924
07/05/2018,02:38:00,QUEENS,unknown,False,unknown,unknown,25-44,F,566,466,0.1965,28627
02/22/2009,01:28:00,BRONX,unknown,False,18-24,M,18-24,M,2494,931,0.264,19487
11/23/2017,17:30:00,BROOKLYN,unknown,False,unknown,unknown,45-64,M,2670,838,0.221,25924
07/09/2007,02:28:00,BROOKLYN,unknown,True,25-44,F,25-44,M,2670,838,0.221,25924
11/13/2011,05:43:00,QUEENS,unknown,True,18-24,M,18-24,M,566,466,0.1965,28627
06/25/2008,22:59:00,MANHATTAN,unknown,False,unknown,unknown,<18,M,4036,699,0.144,45959
06/26/2010,02:10:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
05/08/2016,02:28:00,BROOKLYN,unknown,True,25-44,M,25-44,M,2670,838,0.221,25924
07/22/2006,21:45:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
07/29/2015,11:30:00,BRONX,unknown,False,unknown,unknown,25-44,M,2494,931,0.264,19487
01/11/2012,21:00:00,BROOKLYN,unknown,False,<18,M,<18,M,2670,838,0.221,25924
10/09/2009,15:35:00,BROOKLYN,unknown,False,18-24,M,25-44,M,2670,838,0.221,25924
03/15/2021,18:20:00,BRONX,unknown,False,<18,M,18-24,M,2494,931,0.264,19487
08/20/2010,01:32:00,BROOKLYN,unknown,False,unknown,unknown,18-24,M,2670,838,0.221,25924
02/17/2013,04:13:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
06/20/2021,01:21:00,MANHATTAN,unknown,False,unknown,unknown,18-24,M,4036,699,0.144,45959
02/11/2016,20:17:00,BRONX,unknown,False,25-44,M,25-44,M,2494,931,0.264,19487
11/10/2013,04:15:00,MANHATTAN,unknown,True,18-24,M,25-44,M,4036,699,0.144,45959
07/18/2020,01:15:00,BROOKLYN,unknown,False,unknown,unknown,45-64,M,2670,838,0.221,25924
12/07/2009,12:50:00,BROOKLYN,unknown,False,unknown,M,18-24,M,2670,838,0.221,25924
09/04/2017,05:49:00,MANHATTAN,unknown,False,25-44,M,18-24,M,4036,699,0.144,45959
08/08/2007,23:34:00,BROOKLYN,unknown,False,unknown,M,18-24,M,2670,838,0.221,25924
05/19/2021,21:36:00,QUEENS,unknown,False,25-44,M,25-44,M,566,466,0.1965,28627
09/28/2013,22:30:00,MANHATTAN,unknown,False,18-24,M,25-44,M,4036,699,0.144,45959
06/27/2007,23:06:00,BROOKLYN,unknown,False,25-44,M,25-44,M,2670,838,0.221,25924
